overall_qual,heating_qc,gr_liv_area,full_bath,kitchen_qual,totrms_abvgrd,fireplaces,fireplace_qu,lot_frontage,lot_area,lot_shape,exter_qual,mas_vnr_stone,mas_vnr_none,mas_vnr_brick,neighborhood,bsmt_qual,total_bsmt_sf,garage_finish,garage_cars,garage_age,sold_years,house_age,remod_years,central_air,logsaleprice
7,4,1146,2,2,6,1,4,73.0,9590,-1,3,0,0,1,7,5,868.0,3,2.0,19.0,-5.0,19.0,19.0,1,12.141534124392603
6,4,1125,1,1,6,1,2,72.0,7200,0,2,0,0,1,2,3,1041.0,1,1.0,45.0,-34.0,46.0,46.0,1,11.736069016284437
7,3,2057,1,2,6,1,4,86.0,11500,-1,3,0,1,0,5,4,1017.0,3,1.0,86.0,-71.0,86.0,35.0,1,12.429216196844383
5,2,899,1,1,5,0,0,60.0,6756,0,2,0,1,0,2,3,481.0,1,1.0,92.0,-99.0,112.0,72.0,0,11.26446410567173
4,3,1594,2,1,9,0,0,63.0,11426,0,2,0,1,0,2,3,828.0,0,0.0,44.0,-99.0,112.0,26.0,1,11.678439903447801
8,4,1694,2,2,7,0,0,93.0,12030,0,4,0,0,1,10,5,1694.0,3,3.0,15.0,0.0,15.0,15.0,1,12.669806661762314
8,4,1911,2,2,8,1,3,80.0,9554,-1,3,0,0,1,4,4,777.0,2,2.0,29.0,-13.0,29.0,28.0,1,12.2783933071098
4,2,672,1,1,4,0,0,61.0,8534,0,2,0,1,0,1,2,432.0,0,0.0,44.0,-82.0,97.0,72.0,0,11.184421397998193
6,2,1523,2,1,7,1,3,104.0,11361,0,2,0,0,1,5,4,1193.0,3,2.0,46.0,-33.0,46.0,46.0,1,12.100712129872347
6,2,1651,2,1,7,1,3,47.0,12416,-1,2,1,0,0,7,4,1606.0,3,2.0,36.0,-22.0,36.0,36.0,1,12.122691036591123
5,4,1041,1,1,6,0,0,80.0,9600,0,2,0,0,1,2,3,1041.0,2,1.0,63.0,-51.0,63.0,63.0,1,11.732060994886899
5,2,1604,2,1,8,0,0,70.0,8267,0,2,0,1,0,2,3,1604.0,1,2.0,64.0,-53.0,64.0,64.0,1,11.813030057420567
6,4,1672,1,2,6,1,4,50.0,6000,0,2,0,1,0,2,3,981.0,1,1.0,82.0,-69.0,82.0,33.0,1,12.01309450854769
7,2,1164,1,1,6,0,0,80.0,9600,0,2,0,0,1,5,3,1164.0,1,2.0,53.0,-38.0,53.0,53.0,1,11.84939770159144
5,3,1041,1,1,6,0,0,71.0,7350,0,2,0,1,0,2,3,1041.0,2,1.0,64.0,-52.0,64.0,64.0,1,11.759785542901755
6,4,1034,1,1,6,1,1,62.4,7703,-1,2,0,0,0,2,4,450.0,3,2.0,44.0,-30.0,44.0,44.0,1,11.938193200374572
6,4,1609,1,1,7,0,0,63.0,4347,0,3,0,1,0,2,4,796.0,1,1.0,112.0,-99.0,112.0,72.0,1,11.755871643580617
5,3,1337,1,2,7,1,4,80.0,9600,0,2,0,1,0,2,3,572.0,2,1.0,72.0,-58.0,72.0,16.0,1,11.86005499606543
8,4,2622,2,2,9,2,3,98.0,12256,-1,3,0,0,1,10,5,1463.0,2,2.0,28.0,-17.0,28.0,27.0,1,12.691580461311874
7,4,1594,2,2,6,1,3,80.0,9547,0,2,0,0,1,5,4,1594.0,2,2.0,29.0,-14.0,29.0,29.0,1,12.146853285870202
6,3,1262,2,2,5,0,0,60.0,7200,0,3,1,0,0,6,4,1262.0,3,2.0,16.0,0.0,16.0,16.0,1,12.128111104060462
6,4,1175,1,2,6,0,0,63.0,13072,0,2,0,0,1,4,4,1175.0,0,0.0,44.0,-3.0,17.0,16.0,1,11.891361900690473
6,4,1288,1,3,5,1,4,60.0,3600,0,2,0,1,0,2,3,624.0,1,1.0,105.0,-93.0,105.0,15.0,1,11.686878772093667
5,2,1302,2,1,6,0,0,34.0,3182,0,2,0,0,1,1,3,630.0,1,1.0,31.0,-39.0,51.0,51.0,1,11.626254150277232
8,4,1247,1,2,4,1,4,37.0,3316,-1,3,0,1,0,6,4,1247.0,3,2.0,17.0,-1.0,17.0,17.0,1,12.190959007720126
9,3,2589,2,3,11,1,4,72.0,16387,-1,3,1,0,0,10,5,1738.0,2,3.0,16.0,0.0,16.0,16.0,1,12.928980064352745
8,4,1689,2,2,7,2,4,89.2,13265,-1,3,0,0,1,3,4,1568.0,2,3.0,20.0,-6.0,20.0,20.0,1,12.509874099861838
7,4,1405,2,2,6,1,4,48.0,3242,0,3,1,0,0,10,4,1405.0,2,2.0,19.0,-5.0,19.0,19.0,1,12.206072645530174
7,2,1324,2,2,5,1,2,64.0,8991,-1,2,1,0,0,5,4,1228.0,3,2.0,46.0,-32.0,46.0,46.0,1,12.066810578196666
5,2,1377,1,1,6,2,3,80.0,8000,0,2,0,1,0,2,3,1377.0,1,1.0,57.0,-48.0,62.0,62.0,1,11.960811288962345
6,4,1756,2,1,7,0,0,72.2,9303,-1,3,0,0,1,7,5,872.0,3,2.0,26.0,-12.0,26.0,25.0,1,12.225875272826354
5,3,1228,1,2,6,0,0,66.3,8544,-1,2,0,1,0,2,3,1228.0,1,1.0,56.0,-42.0,56.0,16.0,1,11.914047823644255
5,3,1008,1,1,4,1,4,77.7,11425,-1,2,0,1,0,2,3,1008.0,2,1.0,68.0,-53.0,68.0,68.0,1,11.827736204810263
7,4,2031,2,2,8,1,3,75.0,11404,-1,3,0,0,1,5,4,1153.0,3,2.0,24.0,-10.0,24.0,23.0,1,12.312682380588432
6,4,1504,2,2,6,0,0,72.0,8229,-1,3,1,0,0,4,4,752.0,3,2.0,15.0,0.0,15.0,15.0,1,12.01974306733868
5,2,936,1,1,5,1,4,56.0,4485,0,2,0,1,0,2,3,936.0,0,0.0,44.0,-91.0,102.0,72.0,1,11.603679828238693
4,2,1383,1,1,6,0,0,87.6,15635,-1,2,0,1,0,2,0,0.0,1,2.0,42.0,-56.0,68.0,68.0,1,11.711776323715394
5,3,967,1,1,5,1,4,56.0,3182,0,2,0,1,0,2,3,967.0,1,1.0,102.0,-88.0,102.0,32.0,1,11.511924964636645
8,4,1656,2,2,7,0,0,84.0,11096,0,3,0,1,0,6,4,1656.0,2,3.0,16.0,-1.0,16.0,16.0,1,12.428015476267865
6,4,1152,1,2,6,1,4,80.0,14000,0,2,0,1,0,5,3,1092.0,1,1.0,72.0,-60.0,72.0,18.0,1,11.973509872299472
6,4,1142,1,2,5,0,0,74.0,7733,-1,2,0,1,0,4,3,1142.0,0,0.0,44.0,-1.0,17.0,17.0,1,11.845819880243557
6,4,1403,2,2,5,0,0,70.2,8098,-1,3,0,1,0,7,4,1381.0,1,2.0,22.0,-7.0,22.0,22.0,1,12.216022976383341
5,4,1712,2,1,8,0,0,70.0,8393,0,2,0,0,1,2,3,1626.0,3,2.0,17.0,-48.0,63.0,17.0,1,11.884489021402711
4,2,1258,0,1,6,0,0,60.0,12900,0,2,0,1,0,2,4,1198.0,1,2.0,53.0,-39.0,53.0,53.0,1,11.598726943661342
5,2,1687,1,1,7,2,3,105.0,16737,-1,2,0,1,0,7,3,747.0,1,2.0,56.0,-63.0,74.0,72.0,1,11.982929094215963
5,2,1560,2,1,8,0,0,70.0,8078,0,2,1,0,0,2,3,1560.0,1,2.0,64.0,-50.0,64.0,64.0,1,11.764462090785656
7,2,1935,2,1,7,1,3,70.3,12384,0,2,0,0,1,5,4,793.0,2,2.0,46.0,-32.0,46.0,46.0,1,12.195517131590657
7,2,1083,1,1,5,1,2,74.9,9927,-1,3,1,0,0,5,5,1047.0,2,2.0,46.0,-31.0,46.0,46.0,1,12.05524975579559
5,2,907,1,1,5,0,0,39.0,16300,-1,2,0,1,0,5,4,876.0,2,1.0,45.0,-30.0,45.0,45.0,1,11.77528972943772
6,4,1675,2,2,6,0,0,64.1,7915,-1,3,0,1,0,7,5,1666.0,2,2.0,23.0,-9.0,23.0,22.0,1,12.180754837545884
5,4,988,1,1,4,0,0,100.0,16737,0,2,0,1,0,3,3,988.0,2,2.0,68.0,-54.0,68.0,68.0,1,11.635143097694478
8,4,1491,2,2,7,0,0,70.0,9116,0,3,0,1,0,3,5,1491.0,2,2.0,21.0,-5.0,21.0,21.0,1,12.250089530946948
7,4,1479,2,2,7,1,2,105.0,14419,-1,2,0,0,1,7,4,1645.0,3,2.0,35.0,-23.0,35.0,33.0,1,12.271392111650817
5,2,1112,1,1,5,0,0,67.0,13070,0,2,0,1,0,2,3,631.0,1,2.0,71.0,-59.0,71.0,71.0,1,11.744037185933616
6,1,1689,1,1,7,1,4,73.0,9855,0,2,0,1,0,2,3,1436.0,1,2.0,66.0,-54.0,66.0,66.0,1,11.755871643580617
9,4,1710,2,3,6,1,4,60.0,8118,0,4,0,0,1,10,5,1710.0,2,2.0,15.0,-1.0,15.0,15.0,1,12.718896271958837
6,2,1253,1,1,5,1,2,61.3,10920,-1,2,0,0,1,2,3,1253.0,2,1.0,62.0,-49.0,62.0,62.0,1,11.964001084330445
5,3,864,1,1,5,0,0,60.0,6600,0,2,0,1,0,2,3,864.0,1,1.0,60.0,-46.0,60.0,60.0,1,11.740061037553975
7,4,1456,2,2,7,1,4,63.0,8199,0,3,0,1,0,5,4,728.0,3,2.0,17.0,-3.0,17.0,17.0,1,12.14950229404178
7,4,1217,2,2,6,0,0,78.0,9947,-1,2,0,1,0,3,4,1188.0,1,2.0,32.0,-20.0,32.0,31.0,1,12.061046873479915
7,3,2646,2,2,9,4,3,100.0,14330,-1,3,0,0,1,7,4,1748.0,2,2.0,48.0,-33.0,48.0,48.0,1,12.468436909997665
8,4,1768,2,2,7,0,0,68.0,10769,-1,3,0,1,0,5,4,866.0,2,2.0,15.0,-3.0,15.0,15.0,1,12.26434155365415
5,4,914,1,1,5,0,0,57.0,8846,-1,3,0,1,0,5,4,870.0,1,2.0,24.0,-11.0,26.0,26.0,1,11.904967552746252
6,2,1775,2,1,8,0,0,78.6,10600,-1,2,0,1,0,2,3,533.0,1,2.0,58.0,-47.0,58.0,58.0,1,11.822613617684624
5,4,2620,2,1,12,1,3,101.6,16737,-1,2,0,1,0,2,4,1361.0,2,2.0,45.0,-30.0,45.0,45.0,1,12.154779351142624
5,2,1627,2,1,10,0,0,69.0,9142,0,2,0,1,0,2,2,797.0,1,2.0,72.0,-108.0,122.0,16.0,0,11.845819880243557
7,4,1320,2,2,6,0,0,65.7,7750,0,3,0,1,0,4,4,660.0,3,2.0,19.0,-5.0,19.0,19.0,1,11.99535161421452
4,3,1123,1,1,4,0,0,50.0,6060,0,2,0,1,0,1,3,732.0,1,1.0,43.0,-69.0,83.0,72.0,1,11.512925464970229
5,4,874,1,1,5,0,0,58.0,10172,-1,2,0,1,0,3,3,864.0,2,1.0,54.0,-39.0,54.0,19.0,1,11.747997587149712
7,4,2730,2,2,8,1,3,86.0,10380,-1,3,0,0,1,4,3,1502.0,3,2.0,35.0,-21.0,36.0,35.0,1,12.614865543731012
6,4,1786,2,2,7,0,0,69.0,9337,-1,2,0,1,0,5,4,824.0,2,2.0,25.0,-10.0,25.0,25.0,1,12.229545001715316
4,1,1040,2,1,6,0,0,60.0,7200,0,2,0,1,0,2,0,0.0,1,2.0,66.0,-61.0,73.0,72.0,0,11.407564949312402
5,2,2350,2,1,10,0,0,60.0,9600,0,2,0,1,0,2,3,973.0,1,2.0,92.0,-89.0,102.0,62.0,1,11.77528972943772
5,4,1770,1,1,7,0,0,72.0,8640,0,2,0,0,1,2,4,900.0,2,2.0,54.0,-39.0,54.0,54.0,1,11.951180395901384
5,2,1269,1,1,6,1,2,70.0,7931,0,2,0,1,0,2,3,1269.0,1,1.0,58.0,-49.0,62.0,62.0,1,11.951180395901384
5,4,1039,1,1,6,0,0,75.0,11625,0,2,0,1,0,2,3,1039.0,1,2.0,57.0,-46.0,57.0,57.0,1,11.786762130599957
6,4,1520,1,1,7,2,4,80.0,9600,0,2,0,0,1,2,3,1156.0,2,1.0,67.0,-56.0,67.0,50.0,1,11.938193200374572
8,4,1704,2,2,7,1,4,98.0,11478,0,3,1,0,0,10,5,1704.0,2,3.0,14.0,-4.0,15.0,14.0,1,12.631340380934517
9,4,1686,2,3,6,1,4,61.0,7740,0,3,0,0,1,10,5,1686.0,3,3.0,16.0,0.0,16.0,16.0,1,12.713492476161331
8,4,1646,2,2,7,1,4,71.0,9520,-1,3,1,0,0,7,4,1638.0,2,3.0,14.0,-1.0,15.0,14.0,1,12.588190652108505
4,4,914,1,1,4,0,0,79.6,16737,0,2,0,1,0,2,3,914.0,1,1.0,61.0,-46.0,61.0,61.0,1,11.759785542901755
6,3,1616,2,2,5,0,0,40.0,5400,0,2,0,1,0,2,3,1149.0,1,1.0,96.0,-82.0,96.0,18.0,1,11.931635799828413
4,2,1192,1,1,6,0,0,60.0,10800,0,2,0,1,0,2,3,720.0,0,0.0,44.0,-58.0,73.0,72.0,0,11.813030057420567
6,2,2210,2,0,8,0,0,90.0,9900,0,2,0,1,0,2,3,1008.0,1,1.0,92.0,-128.0,142.0,72.0,1,11.67419361256635
6,2,1296,1,1,6,0,0,50.0,6000,0,2,0,1,0,2,3,845.0,1,2.0,42.0,-81.0,95.0,72.0,1,11.755871643580617
8,3,2497,2,2,7,2,4,94.0,16737,-1,3,0,1,0,7,4,2461.0,2,2.0,41.0,-26.0,41.0,41.0,1,12.829333698625952
6,4,1092,2,1,6,0,0,34.0,3182,0,2,0,1,0,1,3,546.0,0,0.0,44.0,-38.0,52.0,15.0,1,11.49272275765271
7,4,1652,2,2,6,0,0,85.0,16737,-1,2,0,0,1,5,4,423.0,2,2.0,28.0,-17.0,28.0,15.0,1,12.221626061623574
7,4,1716,2,2,7,1,3,70.0,8750,0,3,0,1,0,5,4,880.0,2,2.0,26.0,-14.0,26.0,26.0,1,12.160028707028767
5,2,1014,1,1,6,0,0,74.0,7785,-1,2,0,1,0,2,0,0.0,2,1.0,66.0,-53.0,66.0,66.0,1,11.49272275765271
5,2,1200,3,1,5,0,0,60.0,10800,0,2,0,1,0,2,4,1200.0,0,0.0,44.0,-23.0,35.0,34.0,1,12.095141084822892
8,4,1432,2,2,7,1,4,76.0,9139,-1,3,1,0,0,6,5,1422.0,3,2.0,16.0,-4.0,16.0,16.0,1,12.409013489526863
7,4,1680,2,2,7,1,3,78.0,10140,0,3,0,1,0,5,5,1650.0,3,2.0,24.0,-12.0,24.0,23.0,1,12.270220465353926
4,2,869,1,1,3,0,0,60.0,10122,0,2,0,1,0,2,0,0.0,1,1.0,74.0,-61.0,74.0,72.0,0,11.406453220459712
7,3,1718,2,1,7,1,3,74.0,10141,-1,2,0,0,1,4,4,832.0,3,2.0,24.0,-12.0,24.0,24.0,1,12.128111104060462
6,2,1092,1,1,6,0,0,34.0,3182,0,2,0,0,1,1,3,525.0,1,1.0,49.0,-34.0,49.0,49.0,1,11.639558115903595
3,1,715,1,1,4,0,0,60.0,10914,0,2,0,1,0,2,3,715.0,1,2.0,55.0,-78.0,93.0,72.0,0,11.127262984158243
7,4,1560,2,2,7,0,0,105.0,9196,-1,3,0,1,0,3,5,1560.0,3,2.0,19.0,-8.0,19.0,19.0,1,12.211060187041213
7,3,1768,2,2,7,0,0,75.0,9803,0,3,0,1,0,6,4,866.0,2,2.0,17.0,-3.0,17.0,17.0,1,12.33138283649562
10,4,2290,2,3,7,1,4,59.0,16737,-2,4,0,0,1,10,5,2320.0,3,3.0,15.0,0.0,15.0,15.0,1,13.122497368427132
7,4,1598,2,2,7,1,4,59.0,9171,-1,3,0,1,0,4,4,848.0,3,2.0,18.0,-3.0,18.0,17.0,1,12.213495031345811
5,4,990,1,1,5,0,0,65.0,9750,0,2,0,1,0,5,4,990.0,1,2.0,25.0,-14.0,28.0,28.0,1,11.951180395901384
5,3,941,1,2,4,0,0,75.0,8604,-1,2,0,0,1,2,4,941.0,1,2.0,44.0,-32.0,44.0,44.0,1,11.884489021402711
6,4,1362,2,1,6,0,0,60.0,6155,-1,2,0,1,0,2,2,611.0,3,2.0,102.0,-89.0,102.0,23.0,1,11.759785542901755
6,4,1690,2,1,7,1,3,58.0,9487,-1,2,0,1,0,4,4,915.0,2,2.0,22.0,-8.0,22.0,22.0,1,12.138863895836725
6,3,1072,1,1,5,0,0,35.0,3675,0,2,0,0,1,2,4,547.0,3,2.0,17.0,-5.0,17.0,16.0,1,11.887931365593685
4,1,572,1,1,4,0,0,60.0,10200,0,2,0,1,0,1,3,572.0,1,1.0,82.0,-85.0,97.0,72.0,0,11.225243392518447
7,4,1546,2,2,7,0,0,75.0,11750,-1,3,0,0,1,5,4,1546.0,2,3.0,17.0,-2.0,17.0,16.0,1,12.287652632522597
7,4,1346,2,2,6,1,3,88.0,11896,-1,3,1,0,0,7,4,1336.0,3,3.0,14.0,-3.0,14.0,14.0,1,12.301382825334498
6,3,1790,1,1,8,1,3,80.0,10400,0,2,0,1,0,5,3,732.0,2,2.0,50.0,-35.0,50.0,50.0,1,12.014609430818936
6,2,1026,1,1,5,0,0,72.5,10970,-1,2,0,1,0,5,4,940.0,1,2.0,41.0,-30.0,44.0,44.0,1,11.898187865760873
7,4,1504,2,2,6,1,3,73.0,11883,0,3,0,0,1,5,4,1504.0,3,2.0,26.0,-14.0,26.0,26.0,1,12.220961258023925
5,3,1700,1,2,6,1,4,70.0,10552,-1,2,0,1,0,2,3,1398.0,2,2.0,63.0,-52.0,63.0,63.0,1,12.016726473799254
3,2,864,1,1,5,0,0,45.0,8248,0,2,0,1,0,2,3,864.0,0,0.0,44.0,-95.0,108.0,72.0,0,11.112447898373103
6,3,1851,2,2,7,1,2,80.0,9760,0,2,0,0,1,2,3,822.0,2,2.0,58.0,-44.0,58.0,29.0,1,12.138863895836725
6,4,1512,2,2,4,0,0,34.0,3182,0,3,0,0,1,6,4,756.0,1,2.0,22.0,-10.0,22.0,22.0,1,12.100712129872347
6,3,1298,2,1,8,1,4,51.0,6821,0,2,0,1,0,5,3,651.0,1,1.0,28.0,-87.0,101.0,17.0,1,11.894780707439258
7,4,1673,2,2,7,1,3,86.6,11354,0,3,0,1,0,5,3,1673.0,2,2.0,22.0,-8.0,22.0,22.0,1,12.506177237980511
6,4,996,1,2,5,0,0,73.0,9069,0,2,0,1,0,4,4,936.0,1,2.0,30.0,-19.0,30.0,30.0,1,11.898187865760873
6,2,1224,1,1,5,0,0,60.0,8064,0,2,0,1,0,2,3,816.0,1,1.0,72.0,-63.0,74.0,18.0,1,11.790557201568507
4,4,1374,1,1,6,0,0,90.0,5400,0,1,0,1,0,2,3,840.0,3,1.0,55.0,-90.0,102.0,72.0,1,11.56171562913966
5,4,1716,2,0,9,0,0,55.0,5687,0,2,0,1,0,2,3,780.0,0,0.0,44.0,-97.0,110.0,22.0,0,11.819674600139235
8,4,3279,3,3,12,1,4,47.0,16737,-2,4,0,0,1,10,4,1650.0,3,3.0,19.0,-8.0,19.0,19.0,1,13.195613839143922
7,4,1143,1,2,5,0,0,63.0,7500,0,3,0,1,0,4,4,1143.0,0,0.0,44.0,-1.0,16.0,16.0,1,11.898187865760873
9,4,1652,2,3,6,2,5,105.0,13173,-1,3,1,0,0,10,5,1652.0,3,2.0,16.0,-4.0,16.0,15.0,1,12.691580461311874
5,3,1054,1,1,6,0,0,82.0,9488,0,3,0,1,0,2,3,1046.0,1,1.0,75.0,-62.0,75.0,29.0,0,11.728036844587175
5,2,935,1,1,5,0,0,86.9,13526,-1,2,0,0,1,2,3,935.0,1,1.0,57.0,-42.0,57.0,57.0,1,11.827736204810263
4,2,2377,2,2,8,1,3,60.0,10410,0,2,0,1,0,2,3,1313.0,1,2.0,68.0,-95.0,107.0,72.0,1,11.869900363917958
5,4,1122,1,2,6,0,0,100.0,12000,0,2,0,1,0,2,3,924.0,1,2.0,74.0,-61.0,74.0,17.0,1,11.898187865760873
5,2,1180,1,1,6,0,0,67.7,7830,-1,2,0,1,0,2,3,1180.0,2,2.0,52.0,-40.0,52.0,52.0,1,11.759785542901755
7,4,1690,1,1,7,1,4,65.0,8850,-1,2,0,1,0,2,3,815.0,1,1.0,106.0,-91.0,106.0,72.0,1,11.877568578558138
8,4,1370,2,2,6,1,4,41.0,7132,-1,3,1,0,0,10,4,1370.0,2,2.0,16.0,-5.0,16.0,16.0,1,12.230765258120545
5,4,1486,1,1,7,0,0,75.0,9937,0,2,0,1,0,2,3,1486.0,3,2.0,54.0,-46.0,58.0,23.0,1,12.025749091398891
5,4,1131,1,1,5,0,0,52.0,5720,0,2,0,1,0,2,3,676.0,1,1.0,81.0,-69.0,81.0,72.0,1,11.104957226643945
8,4,2799,2,2,8,1,3,85.0,12585,-1,3,0,0,1,10,4,1286.0,3,3.0,29.0,-13.0,29.0,29.0,1,12.66032791780777
7,4,1456,2,2,8,1,3,85.0,11103,-1,3,0,1,0,5,4,728.0,3,2.0,16.0,-1.0,16.0,16.0,1,11.956553034172742
8,4,1734,2,2,6,0,0,57.0,8013,-1,3,0,1,0,10,4,1587.0,2,2.0,27.0,-15.0,27.0,26.0,1,12.386308695833106
9,4,1531,2,3,6,1,4,77.0,10872,-1,3,1,0,0,10,5,1504.0,3,3.0,16.0,-4.0,16.0,16.0,1,12.611537753638338
8,4,1922,2,2,6,1,5,80.0,11305,0,3,0,0,1,7,4,1922.0,3,3.0,20.0,-5.0,20.0,20.0,1,12.54966234992025
5,2,1144,1,1,6,1,4,70.0,9100,0,2,0,0,0,2,3,1144.0,2,1.0,62.0,-48.0,62.0,62.0,1,11.695247021764184
7,4,1363,1,1,5,2,3,73.0,16737,-1,2,0,1,0,6,4,1385.0,1,2.0,68.0,-54.0,68.0,17.0,1,12.394624752074764
9,4,1866,2,3,7,1,4,58.0,10110,-1,4,0,0,1,10,4,1858.0,3,3.0,14.0,0.0,14.0,14.0,1,12.727422692752377
3,1,1077,1,1,6,1,4,60.0,9786,0,2,0,1,0,1,3,1007.0,1,1.0,100.0,-85.0,100.0,72.0,0,11.418614785498987
8,4,1550,2,2,5,0,0,34.0,5330,-2,3,0,1,0,6,4,1550.0,3,2.0,15.0,-1.0,16.0,15.0,1,12.24288661865289
7,4,1646,2,3,5,1,4,44.0,3811,-1,3,1,0,0,5,5,1594.0,3,2.0,18.0,-5.0,18.0,17.0,1,12.429216196844383
7,4,1248,2,2,5,0,0,43.0,3182,0,3,0,0,1,5,4,1248.0,3,2.0,17.0,-1.0,17.0,16.0,1,12.0271851854705
7,4,1245,2,2,5,0,0,37.0,3435,-1,3,0,1,0,6,4,1235.0,2,2.0,18.0,-5.0,18.0,17.0,1,12.089538829274222
6,2,1052,1,1,6,0,0,80.0,10800,0,2,0,0,1,5,3,1052.0,3,1.0,59.0,-45.0,59.0,59.0,1,11.751942365440728
6,3,1829,2,1,8,0,0,71.5,10456,-1,2,0,0,1,5,3,1829.0,2,2.0,55.0,-44.0,55.0,55.0,1,12.294541293517781
4,4,952,1,1,4,0,0,74.6,8475,-1,2,0,1,0,2,3,952.0,1,1.0,66.0,-53.0,66.0,66.0,1,11.818570237796182
7,4,1480,2,2,7,0,0,70.0,8197,0,3,0,0,1,2,4,1480.0,2,2.0,19.0,-8.0,19.0,13.0,1,12.273731294003989
8,4,1844,2,2,7,1,4,88.0,10994,-1,3,1,0,0,4,4,1844.0,3,2.0,17.0,-5.0,17.0,16.0,1,12.456831363877356
6,4,1497,2,1,5,0,0,50.0,6000,0,2,0,1,0,2,3,825.0,1,1.0,18.0,-71.0,85.0,22.0,1,11.964001084330445
5,2,976,1,1,5,0,0,50.0,7288,0,2,0,1,0,1,3,976.0,1,1.0,80.0,-65.0,80.0,72.0,0,11.532728092266408
5,4,964,1,1,5,0,0,80.0,13360,-1,2,0,1,0,5,4,876.0,1,2.0,101.0,-89.0,101.0,16.0,1,12.004568269319446
7,4,1501,2,2,6,0,0,78.0,10335,-1,3,0,0,1,5,4,1490.0,2,2.0,23.0,-11.0,23.0,23.0,1,12.225875272826354
5,4,1560,1,1,7,1,3,70.0,11767,0,2,0,0,1,2,3,1150.0,1,1.0,66.0,-54.0,66.0,66.0,1,11.547326891687561
6,4,3395,2,0,14,0,0,60.0,10896,0,1,0,1,0,2,3,1440.0,0,0.0,44.0,-94.0,108.0,27.0,1,12.206072645530174
5,2,864,1,1,6,0,0,60.0,5400,0,2,0,1,0,2,3,864.0,1,1.0,64.0,-50.0,64.0,64.0,1,11.678439903447801
7,4,1525,2,2,6,0,0,70.0,9100,0,3,0,0,1,5,4,1525.0,2,2.0,22.0,-7.0,22.0,22.0,1,12.367340793126296
5,2,1190,1,1,6,0,0,70.0,7728,0,2,0,0,1,2,3,1106.0,1,2.0,60.0,-45.0,60.0,60.0,1,11.794337924408413
8,4,1830,2,2,7,0,0,75.0,8778,0,3,0,1,0,6,4,1302.0,2,3.0,16.0,-1.0,16.0,16.0,1,12.30727452603914
7,4,1500,2,2,6,0,0,63.0,8487,0,3,0,0,1,5,4,1500.0,2,2.0,18.0,-6.0,18.0,18.0,1,12.154779351142624
7,4,1762,2,2,6,0,0,74.9,9930,-1,3,0,0,1,5,4,826.0,3,2.0,20.0,-5.0,20.0,20.0,1,12.310432660854417
7,2,1902,2,3,7,2,3,100.0,16737,0,3,0,1,0,5,4,1902.0,3,2.0,63.0,-52.0,63.0,20.0,1,12.721885810807203
8,4,1658,2,2,7,1,4,78.0,10206,0,3,0,0,1,6,4,1614.0,3,3.0,14.0,-2.0,14.0,14.0,1,12.458774999085929
9,4,1506,2,3,6,1,4,75.0,14587,-1,3,1,0,0,6,4,1498.0,3,2.0,14.0,0.0,14.0,14.0,1,12.484204257170104
5,4,899,1,2,5,0,0,65.0,7800,0,2,0,0,1,2,3,864.0,3,1.0,55.0,-43.0,55.0,18.0,1,11.77528972943772
5,4,1654,2,1,7,1,4,50.0,4960,0,2,0,1,0,2,3,297.0,1,1.0,67.0,-80.0,92.0,40.0,1,11.827736204810263
5,2,912,1,1,5,0,0,60.0,7392,0,2,0,1,0,1,3,520.0,2,1.0,88.0,-79.0,92.0,27.0,1,11.507912923146684
5,2,1373,1,1,5,2,3,69.1,7424,-1,2,0,1,0,2,4,1319.0,3,2.0,44.0,-33.0,44.0,44.0,1,11.984490374782917
7,4,1709,2,2,7,0,0,34.0,3182,0,3,1,0,0,2,4,970.0,1,2.0,18.0,-3.0,18.0,18.0,1,11.77528972943772
5,4,816,1,1,5,0,0,46.0,3672,0,2,0,1,0,1,3,816.0,1,1.0,100.0,-86.0,100.0,72.0,1,11.227906509937931
6,4,1091,1,1,5,0,0,62.0,7706,0,2,0,1,0,3,4,384.0,3,1.0,29.0,-17.0,29.0,26.0,1,11.78485918045387
6,2,1081,1,1,5,0,0,81.5,12929,-1,2,0,0,1,2,3,1081.0,1,1.0,62.0,-49.0,62.0,29.0,1,11.904967552746252
5,3,1020,2,1,5,0,0,70.6,9316,-1,2,0,1,0,2,3,1024.0,1,1.0,57.0,-45.0,57.0,57.0,1,11.728842971192698
7,3,999,1,3,6,0,0,74.3,12122,-1,4,1,0,0,2,3,944.0,2,2.0,61.0,-47.0,61.0,15.0,1,12.091783499128047
4,2,1440,2,1,8,0,0,42.0,7711,-1,2,0,1,0,2,4,1440.0,0,0.0,44.0,-30.0,45.0,45.0,1,11.918390573078392
7,4,1753,2,1,7,1,2,43.0,12352,-2,3,0,0,1,5,4,853.0,2,2.0,24.0,-9.0,24.0,23.0,1,12.287652632522597
8,4,1964,2,2,8,1,4,75.0,12447,-1,3,1,0,0,6,4,1100.0,3,2.0,17.0,-1.0,17.0,16.0,1,12.437184366493561
7,4,1141,1,2,6,0,0,63.0,7500,0,3,0,1,0,4,4,1141.0,2,2.0,16.0,-4.0,16.0,16.0,1,11.931635799828413
7,4,854,1,1,5,0,0,51.0,6120,0,2,0,1,0,2,3,832.0,1,2.0,31.0,-79.0,93.0,21.0,1,11.790557201568507
